Timestamp,Substation_ID,Asset_ID,Voltage_V,Current_A,Power_kW,Frequency_Hz,Energy_Consumed_kWh,Load_Type,Fault_Event,Reconfig_Action,Asset_Type
2025-05-01 03:55:00,SS_002,SW_01,233.03,6.16,1.44,50.35,0.024,Industrial,None,None,Switch
2025-05-01 03:56:00,SS_001,SW_01,219.59,15.09,3.31,50.04,0.0552,Residential,None,None,Switch
2025-05-01 03:57:00,SS_001,TR_01,229.52,8.37,1.92,50.08,0.032,Industrial,None,None,Transformer
2025-05-01 03:58:00,SS_002,SW_01,229.81,13.31,3.06,50.02,0.051,Industrial,None,None,Switch
2025-05-01 03:59:00,SS_001,SM_01,230.75,8.91,2.06,49.99,0.0343,Commercial,None,None,SmartMeter
2025-05-01 04:00:00,SS_001,TR_01,231.54,4.87,1.13,49.73,0.0188,Residential,None,None,Transformer
2025-05-01 04:01:00,SS_002,TR_01,233.72,10.51,2.46,49.96,0.041,Commercial,Overload,Load_Balance,Transformer
2025-05-01 04:02:00,SS_002,SM_01,230.09,11.04,2.54,49.89,0.0423,Industrial,None,None,SmartMeter
2025-05-01 04:03:00,SS_001,SM_01,226.11,10.59,2.39,49.8,0.0398,Commercial,None,None,SmartMeter
2025-05-01 04:04:00,SS_001,TR_01,232.04,4.89,1.13,50.21,0.0188,Residential,None,None,Transformer
2025-05-01 04:05:00,SS_002,SW_01,232.36,10.77,2.5,50.2,0.0417,Residential,None,None,Switch
2025-05-01 04:06:00,SS_001,SW_01,238.33,13.04,3.11,49.63,0.0518,Commercial,None,None,Switch
2025-05-01 04:07:00,SS_002,SM_01,223.6,8.13,1.82,50.01,0.0303,Industrial,None,None,SmartMeter
2025-05-01 04:08:00,SS_002,SM_01,232.59,7.82,1.82,50.04,0.0303,Commercial,None,None,SmartMeter
2025-05-01 04:09:00,SS_001,SM_01,226.22,8.17,1.85,49.72,0.0308,Industrial,None,None,SmartMeter
2025-05-01 04:10:00,SS_001,SM_01,225.38,5.94,1.34,49.8,0.0223,Commercial,None,None,SmartMeter
2025-05-01 04:11:00,SS_001,SM_01,235.27,7.15,1.68,50.53,0.028,Residential,Overload,Load_Balance,SmartMeter
2025-05-01 04:12:00,SS_002,SW_01,232.47,10.55,2.45,49.83,0.0408,Residential,None,None,Switch
2025-05-01 04:13:00,SS_001,SM_01,233.5,8.27,1.93,50.02,0.0322,Commercial,Outage,Load_Balance,SmartMeter
2025-05-01 04:14:00,SS_002,SM_01,242.8,9.71,2.36,50.23,0.0393,Industrial,None,None,SmartMeter
2025-05-01 04:15:00,SS_002,SM_01,226.48,9.9,2.24,50.35,0.0373,Industrial,None,None,SmartMeter
2025-05-01 04:16:00,SS_002,SW_01,226.87,15.44,3.5,50.14,0.0583,Commercial,None,None,Switch
2025-05-01 04:17:00,SS_001,TR_01,227.19,11.9,2.7,50.19,0.045,Industrial,None,None,Transformer
2025-05-01 04:18:00,SS_002,SM_01,233.11,5.29,1.23,49.85,0.0205,Commercial,Outage,Load_Balance,SmartMeter
2025-05-01 04:19:00,SS_001,TR_01,228.76,9.78,2.24,50.12,0.0373,Commercial,None,None,Transformer
2025-05-01 04:20:00,SS_001,SM_01,230.89,5.99,1.38,50.08,0.023,Commercial,Overload,Load_Balance,SmartMeter
2025-05-01 04:21:00,SS_001,TR_01,233.05,11.68,2.72,50.22,0.0453,Industrial,None,None,Transformer
2025-05-01 04:22:00,SS_002,SM_01,234.17,11.38,2.66,49.99,0.0443,Residential,None,None,SmartMeter
2025-05-01 04:23:00,SS_002,TR_01,221.7,11.29,2.5,50.04,0.0417,Residential,None,None,Transformer
2025-05-01 04:24:00,SS_001,SM_01,231.36,6.17,1.43,49.78,0.0238,Commercial,None,None,SmartMeter
2025-05-01 04:25:00,SS_002,SW_01,235.27,9.88,2.32,50.14,0.0387,Residential,None,None,Switch
2025-05-01 04:26:00,SS_002,SM_01,230.14,10.09,2.32,50.19,0.0387,Commercial,None,None,SmartMeter
2025-05-01 04:27:00,SS_002,TR_01,227.42,10.29,2.34,49.91,0.039,Industrial,None,None,Transformer
2025-05-01 04:28:00,SS_001,SW_01,227.83,9.07,2.07,50.04,0.0345,Residential,None,None,Switch
2025-05-01 04:29:00,SS_001,SM_01,227.61,13.77,3.13,49.82,0.0522,Residential,None,None,SmartMeter
2025-05-01 04:30:00,SS_001,SW_01,229.07,8.68,1.99,50.29,0.0332,Commercial,None,None,Switch
2025-05-01 04:31:00,SS_001,SW_01,230.98,13.1,3.03,49.7,0.0505,Commercial,None,None,Switch
2025-05-01 04:32:00,SS_002,TR_01,231.34,12.67,2.93,50.02,0.0488,Industrial,None,None,Transformer
2025-05-01 04:33:00,SS_001,TR_01,235.33,8.45,1.99,50.28,0.0332,Industrial,None,None,Transformer
2025-05-01 04:34:00,SS_002,SW_01,241.49,8.91,2.15,49.91,0.0358,Residential,Outage,Load_Balance,Switch
2025-05-01 04:35:00,SS_001,SW_01,237.27,14.74,3.5,49.9,0.0583,Commercial,None,None,Switch
2025-05-01 04:36:00,SS_002,SW_01,227.9,9.15,2.09,49.73,0.0348,Residential,UnderVoltage,Load_Balance,Switch
2025-05-01 04:37:00,SS_002,SM_01,225.41,6.99,1.58,49.85,0.0263,Commercial,None,None,SmartMeter
2025-05-01 04:38:00,SS_002,SM_01,229.83,10.7,2.46,50.31,0.041,Industrial,None,None,SmartMeter
2025-05-01 04:39:00,SS_002,SM_01,225.01,12.95,2.91,49.96,0.0485,Industrial,None,None,SmartMeter
2025-05-01 04:40:00,SS_002,SW_01,229.75,12.02,2.76,49.78,0.046,Residential,None,None,Switch
2025-05-01 04:41:00,SS_001,SM_01,231.91,10.5,2.44,50.1,0.0407,Residential,None,None,SmartMeter
2025-05-01 04:42:00,SS_001,TR_01,231.45,17.37,4.02,49.87,0.067,Residential,None,None,Transformer
2025-05-01 04:43:00,SS_002,SM_01,227.35,8.13,1.85,49.89,0.0308,Commercial,UnderVoltage,Load_Balance,SmartMeter
2025-05-01 04:44:00,SS_001,SM_01,226.81,13.57,3.08,50.28,0.0513,Commercial,None,None,SmartMeter
2025-05-01 04:45:00,SS_002,TR_01,227.15,7.5,1.7,50.09,0.0283,Residential,None,None,Transformer
2025-05-01 04:46:00,SS_002,TR_01,227.24,11.9,2.7,50.04,0.045,Residential,None,None,Transformer
2025-05-01 04:47:00,SS_001,SW_01,222.42,14.64,3.26,50.36,0.0543,Residential,None,None,Switch
2025-05-01 04:48:00,SS_002,TR_01,226.94,8.84,2.01,50.06,0.0335,Industrial,None,None,Transformer
2025-05-01 04:49:00,SS_002,SM_01,231.67,11.98,2.78,50.4,0.0463,Residential,None,None,SmartMeter
2025-05-01 04:50:00,SS_001,TR_01,229.12,7.61,1.74,49.72,0.029,Commercial,None,None,Transformer
2025-05-01 04:51:00,SS_001,TR_01,226.35,9.9,2.24,50.36,0.0373,Commercial,UnderVoltage,Load_Balance,Transformer
2025-05-01 04:52:00,SS_001,SW_01,227.41,10.67,2.43,50.0,0.0405,Residential,None,None,Switch
2025-05-01 04:53:00,SS_002,SW_01,235.94,17.58,4.15,49.89,0.0692,Residential,UnderVoltage,Load_Balance,Switch
2025-05-01 04:54:00,SS_002,SW_01,227.55,13.13,2.99,50.14,0.0498,Commercial,None,None,Switch
2025-05-01 04:55:00,SS_001,TR_01,239.23,11.75,2.81,49.93,0.0468,Commercial,None,None,Transformer
2025-05-01 04:56:00,SS_001,SM_01,232.95,13.33,3.11,50.16,0.0518,Industrial,Outage,Load_Balance,SmartMeter
2025-05-01 04:57:00,SS_002,TR_01,232.54,13.2,3.07,50.23,0.0512,Residential,None,None,Transformer
2025-05-01 04:58:00,SS_001,SW_01,236.91,11.95,2.83,49.97,0.0472,Industrial,None,None,Switch
2025-05-01 04:59:00,SS_001,SW_01,230.73,13.62,3.14,49.84,0.0523,Commercial,Overload,Load_Balance,Switch
2025-05-01 05:00:00,SS_001,TR_01,231.84,8.82,2.04,50.01,0.034,Commercial,None,None,Transformer
2025-05-01 05:01:00,SS_002,TR_01,236.39,10.57,2.5,50.01,0.0417,Residential,None,None,Transformer
2025-05-01 05:02:00,SS_001,TR_01,223.2,12.24,2.73,50.13,0.0455,Commercial,None,None,Transformer
2025-05-01 05:03:00,SS_002,TR_01,240.82,9.08,2.19,50.04,0.0365,Commercial,None,None,Transformer
2025-05-01 05:04:00,SS_002,TR_01,231.25,14.73,3.41,49.98,0.0568,Residential,None,None,Transformer
2025-05-01 05:05:00,SS_002,SM_01,231.4,11.82,2.74,50.04,0.0457,Commercial,None,None,SmartMeter
2025-05-01 05:06:00,SS_001,TR_01,227.77,10.58,2.41,50.21,0.0402,Industrial,None,None,Transformer
2025-05-01 05:07:00,SS_001,SW_01,224.87,10.4,2.34,49.86,0.039,Residential,None,None,Switch
2025-05-01 05:08:00,SS_001,SM_01,235.98,5.43,1.28,49.89,0.0213,Residential,Outage,Load_Balance,SmartMeter
2025-05-01 05:09:00,SS_001,TR_01,231.89,14.7,3.41,49.99,0.0568,Industrial,None,None,Transformer
2025-05-01 05:10:00,SS_002,TR_01,227.22,15.64,3.55,49.71,0.0592,Commercial,Overload,Load_Balance,Transformer
2025-05-01 05:11:00,SS_002,SW_01,219.01,11.32,2.48,49.9,0.0413,Industrial,Outage,Load_Balance,Switch
2025-05-01 05:12:00,SS_001,SW_01,224.89,12.13,2.73,50.05,0.0455,Residential,None,None,Switch
2025-05-01 05:13:00,SS_002,SM_01,227.18,6.16,1.4,50.17,0.0233,Residential,UnderVoltage,Load_Balance,SmartMeter
2025-05-01 05:14:00,SS_001,SW_01,233.25,9.7,2.26,50.37,0.0377,Commercial,None,None,Switch
2025-05-01 05:15:00,SS_002,SW_01,224.65,5.42,1.22,49.86,0.0203,Industrial,UnderVoltage,Load_Balance,Switch
2025-05-01 05:16:00,SS_002,SM_01,229.77,10.73,2.47,49.95,0.0412,Commercial,None,None,SmartMeter
2025-05-01 05:17:00,SS_001,SW_01,231.76,6.25,1.45,50.29,0.0242,Industrial,None,None,Switch
2025-05-01 05:18:00,SS_002,TR_01,229.59,13.35,3.07,50.07,0.0512,Industrial,None,None,Transformer
2025-05-01 05:19:00,SS_002,SW_01,232.28,11.71,2.72,50.09,0.0453,Commercial,None,None,Switch
2025-05-01 05:20:00,SS_002,TR_01,233.21,13.99,3.26,50.04,0.0543,Industrial,None,None,Transformer
2025-05-01 05:21:00,SS_002,TR_01,233.55,9.73,2.27,50.29,0.0378,Residential,None,None,Transformer
2025-05-01 05:22:00,SS_002,SM_01,226.62,15.4,3.49,49.99,0.0582,Industrial,None,None,SmartMeter
2025-05-01 05:23:00,SS_002,SW_01,222.85,10.38,2.31,49.86,0.0385,Commercial,None,None,Switch
2025-05-01 05:24:00,SS_001,SM_01,234.2,8.04,1.88,49.91,0.0313,Commercial,None,None,SmartMeter
2025-05-01 05:25:00,SS_001,TR_01,220.55,8.64,1.91,49.52,0.0318,Residential,None,None,Transformer
2025-05-01 05:26:00,SS_001,SM_01,222.08,12.28,2.73,50.16,0.0455,Residential,None,None,SmartMeter
2025-05-01 05:27:00,SS_002,SM_01,232.13,7.1,1.65,49.99,0.0275,Residential,Overload,Load_Balance,SmartMeter
2025-05-01 05:28:00,SS_001,TR_01,229.98,6.52,1.5,50.3,0.025,Commercial,None,None,Transformer
2025-05-01 05:29:00,SS_002,SW_01,234.39,9.34,2.19,50.01,0.0365,Residential,None,None,Switch
2025-05-01 05:30:00,SS_002,SW_01,231.04,3.87,0.89,49.95,0.0148,Commercial,Overload,Load_Balance,Switch
2025-05-01 05:31:00,SS_002,SM_01,226.59,7.0,1.59,49.94,0.0265,Commercial,None,None,SmartMeter
2025-05-01 05:32:00,SS_002,SM_01,238.99,11.92,2.85,49.89,0.0475,Residential,None,None,SmartMeter
2025-05-01 05:33:00,SS_002,TR_01,232.86,14.2,3.31,50.18,0.0552,Residential,None,None,Transformer
2025-05-01 05:34:00,SS_001,SW_01,230.3,8.06,1.86,50.14,0.031,Residential,None,None,Switch
2025-05-01 05:35:00,SS_002,TR_01,231.97,12.69,2.94,50.13,0.049,Commercial,None,None,Transformer
2025-05-01 05:36:00,SS_001,SW_01,235.25,8.39,1.97,50.26,0.0328,Industrial,None,None,Switch
2025-05-01 05:37:00,SS_002,SW_01,230.99,16.23,3.75,49.86,0.0625,Industrial,None,None,Switch
2025-05-01 05:38:00,SS_002,TR_01,238.68,10.59,2.53,49.87,0.0422,Residential,None,None,Transformer
2025-05-01 05:39:00,SS_002,SM_01,227.58,9.04,2.06,50.08,0.0343,Residential,None,None,SmartMeter
2025-05-01 05:40:00,SS_002,TR_01,232.61,8.28,1.93,50.0,0.0322,Commercial,None,None,Transformer
2025-05-01 05:41:00,SS_001,SW_01,240.71,15.18,3.65,50.09,0.0608,Residential,Overload,Load_Balance,Switch
2025-05-01 05:42:00,SS_001,SM_01,230.19,10.36,2.38,50.12,0.0397,Residential,None,None,SmartMeter
2025-05-01 05:43:00,SS_001,TR_01,224.89,9.23,2.08,49.67,0.0347,Commercial,None,None,Transformer
2025-05-01 05:44:00,SS_002,TR_01,232.0,11.94,2.77,49.9,0.0462,Residential,None,None,Transformer
2025-05-01 05:45:00,SS_001,SW_01,237.87,6.32,1.5,49.71,0.025,Residential,None,None,Switch
2025-05-01 05:46:00,SS_002,SW_01,231.12,13.14,3.04,50.34,0.0507,Commercial,UnderVoltage,Load_Balance,Switch
2025-05-01 05:47:00,SS_001,SM_01,227.71,13.24,3.01,49.99,0.0502,Commercial,None,None,SmartMeter
2025-05-01 05:48:00,SS_002,TR_01,229.14,12.65,2.9,50.13,0.0483,Industrial,None,None,Transformer
2025-05-01 05:49:00,SS_002,SM_01,222.12,14.43,3.21,50.28,0.0535,Commercial,None,None,SmartMeter
2025-05-01 05:50:00,SS_002,SM_01,226.87,11.19,2.54,50.1,0.0423,Industrial,None,None,SmartMeter
2025-05-01 05:51:00,SS_001,TR_01,231.3,8.35,1.93,49.87,0.0322,Commercial,None,None,Transformer
2025-05-01 05:52:00,SS_002,TR_01,229.87,13.52,3.11,50.11,0.0518,Commercial,None,None,Transformer
2025-05-01 05:53:00,SS_001,TR_01,228.15,12.32,2.81,49.43,0.0468,Commercial,None,None,Transformer
2025-05-01 05:54:00,SS_001,SM_01,235.74,4.78,1.13,49.93,0.0188,Residential,None,None,SmartMeter
2025-05-01 05:55:00,SS_002,SW_01,224.4,6.12,1.37,50.23,0.0228,Residential,None,None,Switch
2025-05-01 05:56:00,SS_001,SW_01,227.66,11.04,2.51,49.99,0.0418,Industrial,None,None,Switch
2025-05-01 05:57:00,SS_002,TR_01,232.39,10.23,2.38,49.74,0.0397,Residential,None,None,Transformer
2025-05-01 05:58:00,SS_001,SM_01,234.98,8.52,2.0,49.69,0.0333,Commercial,None,None,SmartMeter
2025-05-01 05:59:00,SS_001,SM_01,227.86,14.5,3.3,50.17,0.055,Commercial,None,None,SmartMeter
2025-05-01 06:00:00,SS_001,SW_01,228.26,8.95,2.04,49.94,0.034,Commercial,None,None,Switch
2025-05-01 06:01:00,SS_001,SW_01,240.38,11.15,2.68,50.09,0.0447,Commercial,Outage,Load_Balance,Switch
2025-05-01 06:02:00,SS_002,SW_01,235.15,10.72,2.52,49.95,0.042,Residential,None,None,Switch
2025-05-01 06:03:00,SS_002,SM_01,229.02,9.79,2.24,49.99,0.0373,Residential,None,None,SmartMeter
2025-05-01 06:04:00,SS_001,SW_01,233.64,10.16,2.37,50.15,0.0395,Residential,None,None,Switch
2025-05-01 06:05:00,SS_001,SW_01,229.6,10.24,2.35,49.6,0.0392,Residential,Outage,Load_Balance,Switch
2025-05-01 06:06:00,SS_001,SM_01,234.58,11.04,2.59,50.2,0.0432,Residential,None,None,SmartMeter
2025-05-01 06:07:00,SS_001,SW_01,215.52,16.27,3.51,49.97,0.0585,Residential,None,None,Switch
2025-05-01 06:08:00,SS_001,TR_01,235.54,6.88,1.62,50.12,0.027,Commercial,None,None,Transformer
2025-05-01 06:09:00,SS_002,SW_01,224.73,8.13,1.83,50.38,0.0305,Industrial,None,None,Switch
2025-05-01 06:10:00,SS_001,SM_01,229.05,10.65,2.44,50.17,0.0407,Residential,None,None,SmartMeter
2025-05-01 06:11:00,SS_002,SW_01,232.48,10.45,2.43,50.07,0.0405,Industrial,None,None,Switch
2025-05-01 06:12:00,SS_002,SM_01,242.02,9.83,2.38,50.04,0.0397,Commercial,None,None,SmartMeter
2025-05-01 06:13:00,SS_002,SW_01,235.25,13.32,3.13,50.24,0.0522,Residential,None,None,Switch
2025-05-01 06:14:00,SS_002,TR_01,233.19,6.57,1.53,50.33,0.0255,Residential,None,None,Transformer
2025-05-01 06:15:00,SS_002,SM_01,224.27,10.91,2.45,49.85,0.0408,Residential,None,None,SmartMeter
2025-05-01 06:16:00,SS_001,TR_01,229.68,10.99,2.52,50.06,0.042,Industrial,None,None,Transformer
2025-05-01 06:17:00,SS_002,TR_01,232.11,14.84,3.44,50.09,0.0573,Industrial,Overload,Load_Balance,Transformer
2025-05-01 06:18:00,SS_002,TR_01,228.78,12.89,2.95,50.24,0.0492,Commercial,Overload,Load_Balance,Transformer
2025-05-01 06:19:00,SS_001,SW_01,223.86,11.79,2.64,50.14,0.044,Industrial,None,None,Switch
2025-05-01 06:20:00,SS_002,SM_01,228.51,14.13,3.23,49.97,0.0538,Commercial,None,None,SmartMeter
2025-05-01 06:21:00,SS_002,SM_01,230.63,9.48,2.19,50.0,0.0365,Commercial,None,None,SmartMeter
2025-05-01 06:22:00,SS_001,TR_01,224.52,5.68,1.28,50.32,0.0213,Residential,None,None,Transformer
2025-05-01 06:23:00,SS_001,TR_01,225.77,7.03,1.59,49.57,0.0265,Industrial,None,None,Transformer
2025-05-01 06:24:00,SS_001,TR_01,226.81,6.03,1.37,50.33,0.0228,Commercial,None,None,Transformer
2025-05-01 06:25:00,SS_002,SM_01,235.05,7.94,1.87,50.45,0.0312,Residential,None,None,SmartMeter
2025-05-01 06:26:00,SS_001,TR_01,234.91,9.03,2.12,49.5,0.0353,Industrial,None,None,Transformer
2025-05-01 06:27:00,SS_002,TR_01,241.45,5.83,1.41,49.67,0.0235,Industrial,None,None,Transformer
2025-05-01 06:28:00,SS_002,TR_01,235.11,17.32,4.07,50.28,0.0678,Industrial,None,None,Transformer
2025-05-01 06:29:00,SS_002,TR_01,232.82,11.78,2.74,50.17,0.0457,Residential,None,None,Transformer
2025-05-01 06:30:00,SS_001,SM_01,233.79,10.84,2.53,50.02,0.0422,Commercial,None,None,SmartMeter
2025-05-01 06:31:00,SS_002,SM_01,229.69,7.74,1.78,49.94,0.0297,Residential,None,None,SmartMeter
2025-05-01 06:32:00,SS_001,SM_01,221.54,9.7,2.15,49.8,0.0358,Commercial,UnderVoltage,Load_Balance,SmartMeter
2025-05-01 06:33:00,SS_002,SM_01,224.48,10.54,2.37,50.28,0.0395,Industrial,None,None,SmartMeter
2025-05-01 06:34:00,SS_001,SW_01,234.59,5.29,1.24,49.8,0.0207,Residential,None,None,Switch
2025-05-01 06:35:00,SS_002,TR_01,234.7,7.05,1.65,49.96,0.0275,Residential,None,None,Transformer
2025-05-01 06:36:00,SS_001,SW_01,232.75,7.09,1.65,50.02,0.0275,Industrial,None,None,Switch
2025-05-01 06:37:00,SS_002,SW_01,223.33,8.2,1.83,50.06,0.0305,Residential,Overload,Load_Balance,Switch
2025-05-01 06:38:00,SS_001,SW_01,222.04,11.32,2.51,50.0,0.0418,Industrial,None,None,Switch
2025-05-01 06:39:00,SS_001,SW_01,232.76,10.67,2.48,50.27,0.0413,Industrial,None,None,Switch
2025-05-01 06:40:00,SS_002,SW_01,230.63,8.71,2.01,50.02,0.0335,Commercial,None,None,Switch
2025-05-01 06:41:00,SS_002,TR_01,232.72,10.15,2.36,50.01,0.0393,Commercial,None,None,Transformer
2025-05-01 06:42:00,SS_002,SW_01,226.49,8.01,1.81,49.72,0.0302,Commercial,None,None,Switch
2025-05-01 06:43:00,SS_001,SW_01,238.75,6.27,1.5,49.86,0.025,Residential,None,None,Switch
2025-05-01 06:44:00,SS_002,SW_01,226.41,12.68,2.87,49.94,0.0478,Industrial,None,None,Switch
2025-05-01 06:45:00,SS_002,SW_01,236.24,7.98,1.89,50.06,0.0315,Industrial,None,None,Switch
2025-05-01 06:46:00,SS_001,SM_01,225.82,16.44,3.71,49.76,0.0618,Commercial,None,None,SmartMeter
2025-05-01 06:47:00,SS_002,SW_01,231.55,11.9,2.76,50.08,0.046,Industrial,None,None,Switch
2025-05-01 06:48:00,SS_002,SM_01,229.07,9.61,2.2,50.01,0.0367,Industrial,None,None,SmartMeter
2025-05-01 06:49:00,SS_002,SW_01,229.26,12.89,2.96,50.44,0.0493,Residential,None,None,Switch
2025-05-01 06:50:00,SS_002,TR_01,227.21,5.89,1.34,49.98,0.0223,Industrial,None,None,Transformer
2025-05-01 06:51:00,SS_002,SW_01,242.9,7.59,1.84,50.33,0.0307,Industrial,None,None,Switch
2025-05-01 06:52:00,SS_001,SW_01,238.39,8.34,1.99,50.11,0.0332,Residential,None,None,Switch
2025-05-01 06:53:00,SS_001,SM_01,238.14,8.86,2.11,49.96,0.0352,Commercial,None,None,SmartMeter
2025-05-01 06:54:00,SS_001,SW_01,227.09,6.96,1.58,49.87,0.0263,Commercial,Overload,Load_Balance,Switch
2025-05-01 06:55:00,SS_001,TR_01,223.88,10.1,2.26,49.85,0.0377,Commercial,Outage,Load_Balance,Transformer
2025-05-01 06:56:00,SS_001,SW_01,231.17,5.33,1.23,50.07,0.0205,Industrial,None,None,Switch
2025-05-01 06:57:00,SS_001,SW_01,234.17,4.02,0.94,50.07,0.0157,Residential,None,None,Switch
2025-05-01 06:58:00,SS_001,SW_01,236.14,6.37,1.5,50.33,0.025,Industrial,None,None,Switch
2025-05-01 06:59:00,SS_002,SM_01,232.1,7.88,1.83,49.99,0.0305,Residential,None,None,SmartMeter
2025-05-01 07:00:00,SS_002,SM_01,232.79,10.23,2.38,50.11,0.0397,Commercial,None,None,SmartMeter
2025-05-01 07:01:00,SS_002,TR_01,225.4,10.51,2.37,49.72,0.0395,Residential,None,None,Transformer
2025-05-01 07:02:00,SS_001,TR_01,229.44,7.29,1.67,49.85,0.0278,Residential,None,None,Transformer
2025-05-01 07:03:00,SS_001,SM_01,236.18,13.27,3.13,50.12,0.0522,Residential,None,None,SmartMeter
2025-05-01 07:04:00,SS_002,TR_01,224.54,9.05,2.03,50.24,0.0338,Residential,None,None,Transformer
2025-05-01 07:05:00,SS_002,SW_01,230.71,16.96,3.91,50.08,0.0652,Commercial,None,None,Switch
2025-05-01 07:06:00,SS_002,SW_01,230.96,9.07,2.09,50.03,0.0348,Residential,None,None,Switch
2025-05-01 07:07:00,SS_001,TR_01,229.24,12.12,2.78,50.19,0.0463,Industrial,None,None,Transformer
2025-05-01 07:08:00,SS_001,TR_01,226.07,6.01,1.36,49.63,0.0227,Industrial,None,None,Transformer
2025-05-01 07:09:00,SS_002,SW_01,232.54,6.69,1.56,49.57,0.026,Commercial,None,None,Switch
2025-05-01 07:10:00,SS_002,TR_01,231.94,17.48,4.05,50.0,0.0675,Commercial,None,None,Transformer
2025-05-01 07:11:00,SS_002,SW_01,234.19,10.25,2.4,49.98,0.04,Commercial,None,None,Switch
2025-05-01 07:12:00,SS_001,TR_01,234.6,9.13,2.14,50.05,0.0357,Residential,None,None,Transformer
2025-05-01 07:13:00,SS_001,SW_01,231.61,8.0,1.85,50.2,0.0308,Industrial,None,None,Switch
2025-05-01 07:14:00,SS_002,TR_01,229.13,7.73,1.77,50.11,0.0295,Commercial,None,None,Transformer
2025-05-01 07:15:00,SS_002,TR_01,225.51,10.08,2.27,50.0,0.0378,Industrial,None,None,Transformer
2025-05-01 07:16:00,SS_001,TR_01,235.43,11.42,2.69,49.99,0.0448,Industrial,None,None,Transformer
2025-05-01 07:17:00,SS_002,TR_01,234.09,14.17,3.32,50.11,0.0553,Residential,None,None,Transformer
2025-05-01 07:18:00,SS_002,TR_01,230.05,6.06,1.39,49.79,0.0232,Commercial,None,None,Transformer
2025-05-01 07:19:00,SS_002,TR_01,228.47,8.17,1.87,49.96,0.0312,Commercial,None,None,Transformer
2025-05-01 07:20:00,SS_001,TR_01,230.28,11.59,2.67,49.99,0.0445,Industrial,None,None,Transformer
2025-05-01 07:21:00,SS_002,TR_01,232.43,10.19,2.37,49.6,0.0395,Industrial,None,None,Transformer
2025-05-01 07:22:00,SS_002,SW_01,225.3,9.57,2.16,49.76,0.036,Industrial,None,None,Switch
2025-05-01 07:23:00,SS_001,SM_01,233.0,14.59,3.4,50.24,0.0567,Residential,None,None,SmartMeter
2025-05-01 07:24:00,SS_001,SW_01,228.93,14.47,3.31,50.03,0.0552,Commercial,None,None,Switch
2025-05-01 07:25:00,SS_001,SW_01,228.31,8.16,1.86,49.94,0.031,Industrial,None,None,Switch
2025-05-01 07:26:00,SS_001,SW_01,228.06,10.51,2.4,50.03,0.04,Commercial,None,None,Switch
2025-05-01 07:27:00,SS_001,TR_01,230.02,11.31,2.6,50.24,0.0433,Residential,None,None,Transformer
2025-05-01 07:28:00,SS_002,SW_01,234.75,5.55,1.3,49.49,0.0217,Residential,None,None,Switch
2025-05-01 07:29:00,SS_001,SM_01,234.67,5.9,1.38,49.96,0.023,Industrial,None,None,SmartMeter
2025-05-01 07:30:00,SS_001,SW_01,224.15,4.59,1.03,50.11,0.0172,Industrial,Outage,Load_Balance,Switch
2025-05-01 07:31:00,SS_002,SW_01,233.8,8.27,1.93,49.48,0.0322,Industrial,UnderVoltage,Load_Balance,Switch
2025-05-01 07:32:00,SS_001,SM_01,227.27,11.18,2.54,49.7,0.0423,Commercial,UnderVoltage,Load_Balance,SmartMeter
2025-05-01 07:33:00,SS_002,SM_01,230.92,9.95,2.3,50.12,0.0383,Commercial,None,None,SmartMeter
2025-05-01 07:34:00,SS_002,SW_01,230.6,7.08,1.63,50.24,0.0272,Commercial,None,None,Switch
2025-05-01 07:35:00,SS_001,SM_01,229.21,9.92,2.27,49.81,0.0378,Industrial,None,None,SmartMeter
2025-05-01 07:36:00,SS_001,TR_01,227.78,7.35,1.67,49.97,0.0278,Residential,None,None,Transformer
2025-05-01 07:37:00,SS_001,TR_01,238.56,5.88,1.4,49.68,0.0233,Industrial,Outage,Load_Balance,Transformer
2025-05-01 07:38:00,SS_001,SW_01,237.36,9.37,2.22,49.87,0.037,Industrial,None,None,Switch
2025-05-01 07:39:00,SS_001,SW_01,235.2,8.18,1.92,50.37,0.032,Residential,None,None,Switch
2025-05-01 07:40:00,SS_002,SM_01,233.39,8.54,1.99,50.43,0.0332,Industrial,None,None,SmartMeter
2025-05-01 07:41:00,SS_002,TR_01,226.97,12.23,2.78,50.06,0.0463,Industrial,None,None,Transformer
2025-05-01 07:42:00,SS_002,SW_01,236.51,14.68,3.47,50.01,0.0578,Industrial,None,None,Switch
2025-05-01 07:43:00,SS_001,SW_01,226.23,11.38,2.57,49.86,0.0428,Commercial,None,None,Switch
2025-05-01 07:44:00,SS_002,TR_01,240.07,10.41,2.5,49.93,0.0417,Industrial,None,None,Transformer
2025-05-01 07:45:00,SS_001,SM_01,230.92,5.96,1.38,49.81,0.023,Residential,None,None,SmartMeter
2025-05-01 07:46:00,SS_001,SM_01,236.0,8.03,1.9,49.79,0.0317,Commercial,None,None,SmartMeter
2025-05-01 07:47:00,SS_002,SM_01,232.68,13.56,3.16,50.14,0.0527,Residential,UnderVoltage,Load_Balance,SmartMeter
2025-05-01 07:48:00,SS_001,TR_01,234.98,7.73,1.82,49.72,0.0303,Residential,None,None,Transformer
2025-05-01 07:49:00,SS_001,SW_01,237.51,9.03,2.14,49.95,0.0357,Industrial,None,None,Switch
2025-05-01 07:50:00,SS_001,TR_01,236.64,11.67,2.76,50.09,0.046,Commercial,None,None,Transformer
